age,age_cat,score_text,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,sex_Male,c_charge_degree_M
22,Less than 25,Medium,0,0.0,7,0,0,2013-01-15 12:42:27,2013-01-15 02:11:49,False,False,False,False,False,False,False
21,Less than 25,High,1,-1.0,9,0,0,2013-02-18 07:28:38,2013-02-20 03:44:17,False,False,False,False,False,True,False
38,25 - 45,Low,2,0.0,1,0,0,2013-12-03 05:13:10,2013-12-11 11:56:18,True,False,False,False,False,True,False
28,25 - 45,Medium,2,-1.0,5,0,0,2013-10-30 07:57:19,2013-10-31 01:45:23,False,False,False,False,False,True,True
32,25 - 45,Low,7,-1.0,2,1,0,2013-02-10 09:25:19,2013-02-15 10:47:40,False,False,False,False,False,True,False
21,Less than 25,Low,0,-1.0,3,1,1,2013-03-30 03:21:05,2013-03-31 07:12:30,False,False,False,False,True,True,False
42,25 - 45,Medium,8,-1.0,5,0,0,2013-10-02 10:41:22,2013-10-04 05:24:16,False,False,False,False,False,True,False
46,Greater than 45,Low,0,-1.0,1,1,0,2013-12-30 05:41:40,2013-12-31 01:23:54,False,False,False,False,False,True,True
24,Less than 25,High,0,0.0,10,0,0,2013-04-27 02:50:45,2013-04-28 03:43:53,False,False,True,False,False,True,False
38,25 - 45,Medium,7,-1.0,6,0,0,2013-03-27 11:16:50,2013-10-11 06:18:15,False,False,False,False,False,True,True
42,25 - 45,Low,0,-1.0,4,0,0,2013-12-09 09:39:35,2013-12-10 01:03:57,False,True,False,False,False,True,False
45,Greater than 45,Medium,2,-1.0,6,0,0,2013-02-01 10:14:11,2013-03-02 04:50:50,False,False,False,False,False,True,True
26,25 - 45,Low,2,-23.0,4,0,0,2014-02-08 07:11:12,2014-02-09 01:26:52,False,False,False,False,False,True,False
57,Greater than 45,Medium,8,-1.0,7,1,0,2013-03-23 07:39:14,2013-03-28 08:55:47,False,False,False,False,False,True,True
58,Greater than 45,Low,1,-1.0,1,0,0,2013-04-02 11:17:17,2013-06-21 10:09:13,False,True,False,False,False,True,False
28,25 - 45,Low,6,-2.0,4,0,0,2014-01-04 09:16:10,2014-01-06 11:05:22,False,True,False,False,False,True,False
39,25 - 45,Low,0,-1.0,1,0,0,2013-10-09 02:26:58,2013-10-11 10:06:16,False,True,False,False,False,True,True
53,Greater than 45,Low,5,0.0,2,0,0,2013-05-27 04:31:38,2013-05-29 04:34:47,False,False,False,False,False,True,True
50,Greater than 45,Low,1,-4.0,1,0,0,2013-12-26 09:12:06,2013-12-28 02:38:17,False,True,False,False,False,True,False
52,Greater than 45,Low,0,0.0,1,0,0,2013-03-21 12:52:08,2013-03-21 06:13:19,False,False,False,False,False,False,True
54,Greater than 45,Low,3,-1.0,3,1,1,2014-08-11 06:33:16,2014-08-20 05:15:20,False,True,False,False,False,True,False
28,25 - 45,Low,0,0.0,2,0,0,2013-08-09 12:26:04,2013-08-09 08:35:47,False,False,False,False,False,True,False
29,25 - 45,Medium,0,-1.0,7,0,0,2013-03-03 09:50:11,2013-03-04 08:09:45,False,True,False,False,False,False,True
34,25 - 45,Low,5,-1.0,1,0,0,2014-02-06 07:11:47,2014-02-07 08:33:05,False,True,False,False,False,True,False
53,Greater than 45,Low,1,-12.0,1,0,0,2014-02-01 11:21:58,2014-02-13 10:41:33,False,True,False,False,False,True,False
32,25 - 45,Medium,5,-1.0,7,0,0,2013-02-17 07:51:04,2013-02-18 10:17:02,False,False,False,False,False,False,False
24,Less than 25,Medium,1,-1.0,7,0,0,2013-02-18 01:55:35,2013-03-15 01:12:27,False,False,False,False,False,True,True
56,Greater than 45,Low,0,0.0,1,0,0,2013-12-11 03:02:20,2013-12-12 08:42:00,False,True,False,False,False,True,True
30,25 - 45,Low,4,-1.0,2,1,1,2014-09-04 07:57:39,2014-09-05 09:06:40,False,False,False,False,False,True,True
30,25 - 45,Low,0,-1.0,1,0,0,2013-11-22 03:20:19,2013-11-24 02:55:48,False,False,False,False,False,True,False
25,25 - 45,Low,2,-1.0,4,0,0,2013-11-22 08:30:44,2013-11-23 10:09:46,False,False,False,False,False,True,False
20,Less than 25,Low,1,-24.0,3,0,0,2014-03-03 02:12:12,2014-03-04 08:49:31,False,False,False,False,False,True,False
43,25 - 45,Low,0,-1.0,4,0,0,2014-02-18 05:27:55,2014-02-19 02:01:25,False,True,False,False,False,True,True
21,Less than 25,Medium,0,0.0,6,0,0,2013-02-21 05:16:18,2013-02-21 09:22:51,False,True,False,False,False,False,False
37,25 - 45,Low,0,0.0,1,0,0,2013-12-27 03:37:41,2013-12-28 01:23:50,False,True,False,False,False,False,True
37,25 - 45,High,14,-1.0,8,0,0,2013-08-01 07:15:54,2013-08-02 08:36:19,False,False,False,False,False,True,False
25,25 - 45,Low,0,-1.0,2,0,0,2014-02-24 07:11:53,2014-02-25 08:52:44,False,True,False,False,False,True,False
59,Greater than 45,Low,0,-1.0,1,0,0,2014-02-05 04:46:13,2014-02-05 09:09:15,False,True,False,False,False,False,True
40,25 - 45,Low,1,-1.0,1,0,0,2013-09-10 09:23:16,2013-09-12 05:32:53,False,False,False,False,False,True,False
27,25 - 45,Low,5,-12.0,4,0,0,2013-12-21 05:45:16,2013-12-23 06:49:08,False,True,False,False,False,True,True
22,Less than 25,High,1,-1.0,8,0,0,2013-08-13 01:31:52,2013-09-18 11:56:57,False,False,False,False,False,True,False
22,Less than 25,High,0,-1.0,9,0,0,2013-01-14 12:35:16,2013-01-15 06:41:16,False,False,False,False,False,True,False
47,Greater than 45,Medium,5,-1.0,6,0,0,2014-01-11 08:21:16,2014-01-13 11:49:59,False,False,False,False,False,True,False
32,25 - 45,Medium,9,-1.0,7,1,1,2013-01-23 08:51:29,2013-02-15 09:20:28,False,False,False,False,False,True,True
22,Less than 25,Medium,0,-1.0,5,1,1,2013-03-11 10:30:13,2013-03-12 01:07:23,False,False,False,False,False,True,False
21,Less than 25,Low,0,0.0,3,0,0,2013-01-26 04:26:50,2013-01-26 07:17:27,False,True,False,False,False,True,False
24,Less than 25,Low,0,0.0,4,0,0,2014-01-16 12:57:15,2014-01-17 02:06:24,False,False,False,False,False,True,False
21,Less than 25,Medium,0,0.0,7,0,0,2014-03-02 01:56:04,2014-03-05 03:46:32,False,False,False,False,False,True,False
21,Less than 25,Low,0,-1.0,3,0,0,2013-12-27 04:28:14,2013-12-28 08:24:11,False,False,False,False,False,True,True
21,Less than 25,Low,0,-2.0,3,0,0,2014-01-31 11:42:11,2014-02-14 01:25:03,False,False,False,False,False,True,False
31,25 - 45,Low,1,-27.0,1,0,0,2013-09-04 12:57:02,2013-09-04 08:28:00,False,False,False,False,False,True,True
44,25 - 45,Low,0,0.0,1,0,0,2013-02-26 03:50:14,2013-04-09 07:40:28,False,False,False,False,False,True,False
27,25 - 45,Medium,0,-3.0,6,0,0,2013-07-05 02:10:44,2013-07-06 07:33:50,False,True,False,False,False,True,False
27,25 - 45,Low,1,-1.0,4,1,1,2014-08-25 10:18:43,2014-08-26 08:44:24,False,False,False,False,False,True,False
36,25 - 45,Low,9,-1.0,4,0,0,2013-02-22 08:41:18,2013-04-21 02:27:19,False,False,False,False,False,True,False
59,Greater than 45,Low,0,-1.0,1,0,0,2013-03-24 01:58:50,2013-03-25 08:08:20,False,True,False,False,False,True,True
25,25 - 45,Low,0,-1.0,2,0,0,2013-09-13 08:03:52,2013-09-14 07:39:15,False,False,False,False,False,False,True
59,Greater than 45,Low,1,-25.0,1,0,0,2013-09-01 10:54:33,2013-09-02 01:06:24,False,False,False,False,True,True,True
26,25 - 45,Low,0,-1.0,3,0,0,2013-03-24 03:23:32,2013-03-26 11:28:11,False,False,True,False,False,True,False
26,25 - 45,High,1,0.0,9,0,0,2013-03-20 12:31:18,2013-03-20 08:23:50,False,False,False,False,False,True,False
32,25 - 45,Low,0,0.0,2,0,0,2013-02-11 04:34:29,2013-02-11 07:32:37,False,False,True,False,False,True,True
20,Less than 25,High,1,0.0,10,1,1,2013-11-19 02:33:54,2013-11-21 03:37:00,False,False,False,False,False,True,False
43,25 - 45,Low,1,-1.0,1,0,0,2013-09-29 03:52:01,2013-09-30 08:01:14,False,False,False,False,False,True,False
49,Greater than 45,Low,1,-26.0,1,0,0,2013-07-18 01:48:52,2013-07-18 12:10:03,False,True,False,False,False,False,True
24,Less than 25,Low,2,-1.0,3,1,1,2013-01-10 09:02:17,2013-02-12 09:16:30,False,False,False,False,False,True,True
33,25 - 45,Low,2,-14.0,4,0,0,2014-01-17 04:21:17,2014-01-31 10:00:28,False,True,False,False,False,True,False
33,25 - 45,Low,0,-1.0,2,0,0,2013-11-21 10:18:43,2013-11-22 03:53:50,False,False,False,False,True,False,False
19,Less than 25,Medium,0,-1.0,6,1,1,2014-07-03 09:58:44,2014-07-06 04:26:19,False,True,False,False,False,True,True
25,25 - 45,Medium,0,-1.0,7,0,0,2013-12-06 05:45:53,2013-12-07 01:44:27,False,False,True,False,False,True,False
42,25 - 45,Low,0,-1.0,2,0,0,2013-02-09 02:53:17,2013-02-12 05:49:29,False,False,False,True,False,True,True
34,25 - 45,Low,1,-5.0,3,0,0,2013-06-01 10:35:08,2013-06-05 06:03:38,False,False,True,False,False,False,True
25,25 - 45,Low,0,-1.0,4,0,0,2014-01-18 06:18:49,2014-01-19 08:45:11,False,True,False,False,False,False,False
43,25 - 45,Low,2,-17.0,2,0,0,2013-12-22 11:44:51,2014-01-08 10:45:35,False,False,False,False,False,False,True
24,Less than 25,Medium,1,0.0,5,1,0,2013-02-01 06:22:17,2013-02-02 03:17:53,False,False,False,False,False,True,False
32,25 - 45,Low,2,0.0,1,0,0,2013-05-29 04:36:00,2013-05-30 04:49:03,False,True,False,False,False,True,False
25,25 - 45,Medium,2,-1.0,5,1,1,2013-02-10 03:23:16,2013-02-11 07:27:53,False,False,False,False,False,True,False
54,Greater than 45,Low,6,-1.0,4,0,0,2013-12-01 02:04:46,2013-12-02 09:23:47,False,False,False,False,False,False,False
58,Greater than 45,Medium,2,-1.0,5,0,0,2014-02-20 07:21:42,2014-02-25 08:15:11,False,True,False,False,False,True,False
31,25 - 45,Medium,3,0.0,5,0,0,2014-01-21 01:48:08,2014-01-21 08:50:46,False,True,False,False,False,True,True
52,Greater than 45,Low,7,-23.0,2,0,0,2013-11-09 12:08:27,2013-11-10 07:41:16,False,True,False,False,False,True,False
20,Less than 25,High,0,-1.0,10,1,1,2014-09-28 05:46:42,2014-10-02 08:08:29,False,False,False,False,False,True,True
26,25 - 45,High,24,-1.0,10,1,1,2013-01-12 11:37:16,2013-04-08 08:36:41,False,False,False,False,False,True,True
37,25 - 45,Low,0,0.0,1,0,0,2013-01-01 03:28:03,2013-01-02 01:12:19,False,True,False,False,False,False,True
26,25 - 45,Medium,5,-1.0,7,1,1,2013-04-09 11:57:35,2013-04-16 10:03:13,False,False,False,False,False,True,False
28,25 - 45,Medium,0,0.0,7,0,0,2013-04-07 02:56:56,2013-04-08 03:59:28,False,True,False,False,False,True,False
61,Greater than 45,Low,0,0.0,1,0,0,2013-05-08 05:38:16,2013-05-14 09:38:56,False,True,False,False,False,True,True
21,Less than 25,Medium,2,-1.0,5,1,1,2013-12-30 09:08:22,2013-12-31 10:47:09,False,False,True,False,False,True,False
42,25 - 45,Low,1,-1.0,3,1,1,2013-10-28 08:04:32,2013-10-29 02:05:32,False,True,False,False,False,True,True
34,25 - 45,Medium,0,0.0,5,0,0,2013-02-15 10:54:22,2013-03-02 09:04:47,False,True,False,False,False,True,False
27,25 - 45,Low,1,-1.0,3,0,0,2014-03-12 06:56:34,2014-03-14 09:40:21,False,False,False,False,False,False,False
54,Greater than 45,Low,0,0.0,3,1,1,2013-09-06 02:07:01,2013-09-26 10:18:23,False,True,False,False,False,False,False
26,25 - 45,Low,2,-29.0,4,0,0,2013-05-30 07:22:09,2013-06-28 05:34:53,False,False,False,False,False,True,True
67,Greater than 45,Low,0,-1.0,1,0,0,2013-08-19 09:39:32,2013-08-20 01:59:18,True,False,False,False,False,True,True
32,25 - 45,Low,2,-1.0,2,0,0,2013-04-18 10:07:01,2013-04-19 07:21:29,False,True,False,False,False,True,False
23,Less than 25,Low,0,-1.0,4,0,0,2013-08-26 09:14:14,2013-08-27 06:17:54,False,False,False,False,True,True,False
30,25 - 45,Low,0,0.0,2,0,0,2014-01-12 01:20:12,2014-01-12 07:13:40,False,False,False,False,False,False,True
37,25 - 45,Low,0,-1.0,1,0,0,2014-03-07 06:26:42,2014-03-08 09:43:00,False,True,False,False,False,False,True
26,25 - 45,High,10,-1.0,9,1,1,2013-03-04 11:33:53,2013-03-05 04:54:32,False,False,False,False,False,True,False
52,Greater than 45,Medium,4,0.0,5,0,0,2014-01-21 01:50:50,2014-01-22 02:48:22,False,False,False,False,False,True,True
34,25 - 45,Low,3,-4.0,1,0,0,2013-04-25 12:41:50,2013-04-26 07:20:08,False,False,False,False,False,True,True
24,Less than 25,Low,0,-1.0,2,0,0,2013-04-12 04:15:18,2013-04-13 04:49:36,False,True,False,False,False,True,False
30,25 - 45,Low,2,-1.0,4,0,0,2013-12-27 09:29:12,2014-01-02 06:27:38,False,False,False,False,False,True,True
33,25 - 45,Low,0,-1.0,1,0,0,2013-04-25 06:50:35,2013-04-26 08:17:42,False,False,False,False,True,True,False
53,Greater than 45,Low,18,0.0,2,0,0,2013-09-06 03:05:03,2013-09-07 05:14:11,False,False,True,False,False,True,False
56,Greater than 45,Low,0,-1.0,1,0,0,2013-01-20 07:13:34,2013-01-21 08:18:53,False,False,False,False,True,True,True
35,25 - 45,Medium,3,-1.0,5,1,1,2014-12-11 04:17:47,2014-12-12 08:48:06,False,True,False,False,False,True,False
26,25 - 45,Low,0,-1.0,2,0,0,2013-08-16 11:58:17,2013-08-17 01:12:43,False,False,False,False,False,False,True
27,25 - 45,High,13,-1.0,8,1,1,2013-04-16 07:03:53,2013-04-17 10:30:53,False,False,False,False,False,True,True
23,Less than 25,Low,0,-1.0,2,0,0,2014-02-05 09:02:47,2014-02-06 10:06:16,False,False,False,False,False,True,False
31,25 - 45,High,11,0.0,10,1,1,2014-08-27 12:36:35,2014-08-27 01:58:47,False,False,False,False,False,True,False
28,25 - 45,Medium,1,0.0,7,0,0,2014-01-11 05:21:34,2014-01-11 08:39:59,False,False,False,False,False,True,False
28,25 - 45,Low,0,0.0,3,1,1,2014-02-17 01:46:34,2014-03-04 05:23:42,False,False,False,False,False,True,False
33,25 - 45,Low,0,-2.0,2,0,0,2013-07-27 02:32:45,2013-07-28 02:02:00,False,True,False,False,False,False,True
69,Greater than 45,Low,0,-1.0,1,0,0,2013-08-13 06:03:42,2013-08-14 05:41:20,False,False,False,False,True,True,False
25,25 - 45,High,7,0.0,9,1,0,2013-01-19 12:25:22,2013-01-20 07:58:22,False,False,False,True,False,True,False
38,25 - 45,High,16,28.0,9,1,1,2013-11-01 05:17:12,2013-12-04 09:22:13,False,False,False,False,False,True,True
31,25 - 45,Medium,2,0.0,5,0,0,2013-03-19 04:52:54,2013-04-04 08:16:47,False,True,False,False,False,True,False
23,Less than 25,Medium,10,-1.0,7,1,0,2013-01-11 01:35:04,2013-03-22 08:45:44,False,True,False,False,False,True,False
23,Less than 25,Low,0,-1.0,2,0,0,2014-03-14 01:21:01,2014-03-16 03:52:46,False,False,False,False,False,True,False
55,Greater than 45,Low,2,-1.0,1,0,0,2013-04-02 11:56:46,2013-04-04 10:21:45,False,True,False,False,False,True,False
29,25 - 45,Low,0,-1.0,2,0,0,2013-12-25 09:52:58,2013-12-26 01:17:54,False,False,False,False,False,True,True
21,Less than 25,Low,1,-1.0,3,1,0,2013-01-22 11:18:53,2013-01-23 07:03:36,False,True,False,False,False,True,True
32,25 - 45,Low,0,0.0,1,0,0,2013-02-02 12:08:15,2013-02-02 05:41:52,False,False,False,False,False,True,False
32,25 - 45,Low,5,-29.0,2,1,0,2013-10-20 11:26:38,2013-10-25 01:43:47,False,True,False,False,False,False,False
36,25 - 45,Low,2,-1.0,1,0,0,2013-10-14 07:59:18,2013-10-15 07:40:50,False,True,False,False,False,True,True
32,25 - 45,Low,1,-1.0,1,0,0,2013-12-15 05:33:45,2013-12-16 01:04:00,False,False,False,False,False,False,True
32,25 - 45,Low,3,0.0,3,0,0,2013-05-24 02:14:27,2013-05-24 08:22:34,False,False,True,False,False,True,False
42,25 - 45,Low,1,-1.0,1,0,0,2014-01-31 07:36:13,2014-02-02 04:00:35,False,False,False,False,False,True,False
47,Greater than 45,Low,1,-23.0,1,0,0,2013-01-30 02:41:32,2013-01-31 02:44:11,False,False,False,False,False,True,False
29,25 - 45,Low,2,-1.0,1,0,0,2014-03-16 09:38:22,2014-03-17 02:19:07,False,False,False,False,False,True,True
42,25 - 45,Low,0,-1.0,4,0,0,2013-10-15 10:30:48,2013-10-16 08:02:49,False,True,False,False,False,True,True
56,Greater than 45,Low,3,0.0,3,0,0,2013-05-14 03:48:04,2013-05-14 08:07:48,False,True,False,False,False,True,True
40,25 - 45,Medium,23,30.0,6,1,1,2013-10-12 10:22:16,2013-11-13 08:08:17,False,False,False,False,False,True,True
37,25 - 45,Low,3,-1.0,1,0,0,2013-04-21 07:57:11,2013-04-22 03:57:11,False,True,False,False,False,True,True
57,Greater than 45,Low,2,-28.0,1,0,0,2013-01-10 01:43:25,2013-01-19 05:21:41,False,True,False,False,False,True,False
36,25 - 45,Low,1,0.0,3,0,0,2013-04-22 02:33:46,2013-07-26 05:05:36,False,False,True,False,False,True,False
35,25 - 45,Medium,7,0.0,7,0,0,2013-12-05 02:13:10,2013-12-06 04:02:34,False,False,True,False,False,True,False
29,25 - 45,Low,0,-1.0,4,1,1,2013-09-19 01:59:44,2013-09-20 07:48:00,False,False,True,False,False,False,False
20,Less than 25,Low,0,-1.0,4,0,0,2013-10-23 05:29:31,2013-10-24 09:33:22,False,True,False,False,False,True,True
41,25 - 45,Low,0,-1.0,1,0,0,2014-01-09 08:49:51,2014-01-10 01:49:35,False,True,False,False,False,False,True
25,25 - 45,Medium,1,-1.0,6,0,0,2013-03-19 01:12:22,2013-03-20 01:14:42,False,False,False,False,False,True,True
36,25 - 45,Medium,1,0.0,5,0,0,2014-02-21 05:15:33,2014-02-22 03:34:25,False,False,False,False,False,False,True
69,Greater than 45,Low,0,-1.0,1,0,0,2013-01-30 08:36:13,2013-01-31 07:20:04,False,True,False,False,False,True,True
20,Less than 25,Low,2,-17.0,3,1,1,2014-10-19 08:57:11,2014-11-04 09:23:44,False,False,False,False,False,True,False
21,Less than 25,Medium,2,-1.0,7,1,1,2014-10-12 11:11:46,2014-10-15 01:25:15,False,False,True,False,False,True,False
24,Less than 25,Low,2,-1.0,4,0,0,2013-05-20 02:27:24,2013-05-24 02:22:59,False,False,False,False,False,True,True
35,25 - 45,Medium,0,-1.0,7,0,0,2013-04-24 07:43:40,2013-04-26 08:46:06,False,False,False,False,False,True,False
47,Greater than 45,Low,1,-1.0,1,1,1,2014-03-20 02:12:50,2014-03-22 03:16:24,False,False,False,False,False,True,True
33,25 - 45,Low,2,-1.0,3,0,0,2013-02-07 12:53:38,2013-02-07 07:17:58,False,True,False,False,False,False,False
40,25 - 45,Low,2,-1.0,3,1,0,2013-09-26 05:51:39,2013-09-27 01:50:53,False,False,False,False,False,True,True
53,Greater than 45,Low,1,-1.0,3,0,0,2013-04-16 09:32:04,2013-04-17 09:11:10,False,True,False,False,False,False,True
53,Greater than 45,Low,0,0.0,1,0,0,2013-01-18 04:05:07,2013-01-18 08:05:05,False,True,False,False,False,False,True
57,Greater than 45,Low,0,-2.0,1,0,0,2013-02-27 09:46:46,2013-02-27 07:21:49,False,True,False,False,False,True,False
44,25 - 45,Medium,1,-6.0,5,0,0,2013-04-03 11:25:15,2013-04-08 08:29:22,False,True,False,False,False,False,True
26,25 - 45,High,3,0.0,10,0,0,2013-11-06 04:37:08,2013-11-06 08:11:56,False,True,False,False,False,True,True
27,25 - 45,Medium,8,-1.0,7,1,1,2013-03-08 01:58:58,2013-04-26 07:01:57,False,False,False,False,False,True,False
24,Less than 25,Low,1,-1.0,2,1,1,2013-09-23 10:13:09,2013-09-25 09:17:37,False,False,False,False,False,True,True
50,Greater than 45,Medium,4,-3.0,5,0,0,2013-12-23 11:01:49,2013-12-25 12:33:55,False,False,False,False,False,True,True
31,25 - 45,Medium,6,27.0,6,1,1,2014-07-22 09:26:47,2014-09-09 05:03:17,False,False,False,False,False,True,True
51,Greater than 45,Low,0,-1.0,1,0,0,2013-08-26 12:54:03,2013-08-26 08:14:39,False,False,True,False,False,True,True
28,25 - 45,Low,1,-1.0,4,0,0,2014-02-12 02:08:55,2014-02-13 08:48:41,False,True,False,False,False,False,True
21,Less than 25,Medium,1,-1.0,5,1,1,2013-02-15 11:10:37,2013-02-16 01:18:11,False,False,True,False,False,True,True
